Probe	Chromosome	Start	End	Strand	Expression
9530002B09Rik	4	122366518	122382372	+	-3.850662
Ppt1	4	122513485	122536418	+	4.134975
Cap1	4	122536290	122563299	-	5.514207
Mfsd2a	4	122624093	122638431	-	-5.185112
4933421A08Rik	4	122638552	122640718	+	-4.8791256
Mycl1	4	122672895	122679728	+	-0.09809063
Trit1	4	122693840	122732192	+	3.0319068
Gm12923	4	122770008	122771271	-	-3.582949
Bmp8b	4	122782408	122809342	+	-0.24332325
Gm17244	4	122792642	122793929	-	-4.532323
Oxct2b	4	122793507	122795192	+	-4.920795
Ppie	4	122804358	122817194	-	4.274706
Hpcal4	4	122860470	122871944	+	-4.846794
Nt5c1a	4	122878747	122893518	+	-4.4540715
Heyl	4	122910799	122927118	+	-2.2818942
Pabpc4	4	122939594	122976168	+	1.1928437
Bmp8a	4	122989888	123020495	-	-5.281224
Oxct2a	4	122999118	123000877	-	-4.9827657
Macf1	4	123026876	123361603	-	5.0903826
Gm12925	4	123343124	123348460	+	-0.27693832
Ndufs5	4	123389953	123395445	-	1.8171141
Akirin1	4	123411802	123427588	-	1.9055756
Rhbdl2	4	123465117	123507147	+	-5.785429
1700121C08Rik	4	123510865	123536756	-	-3.6044178
4933427I04Rik	4	123536922	123540408	+	-5.2935023
Gm17408	4	123575876	123582085	-	-2.7165143
Mycbp	4	123582075	123589512	+	3.8004506
Gm12905	4	123582305	123594512	-	4.2033634
Rragc	4	123594689	123614240	+	5.283452
Gm12916	4	123970936	123977091	-	-4.0901494
1700021L23Rik	4	123980080	123988704	-	-3.5532286
4933435F18Rik	4	124003551	124009751	-	-3.8103998
1700057H15Rik	4	124091659	124163202	-	-4.4914246
4933407E24Rik	4	124246433	124251888	+	-4.121759
3100002H09Rik	4	124287174	124288046	-	-2.8192406
Pou3f1	4	124334896	124337899	+	2.4747438
Utp11l	4	124355404	124370844	-	2.352406
Fhl3	4	124377945	124385855	+	-0.5962971
Sf3a3	4	124392020	124409704	+	4.161772
Gm12915	4	124412974	124428598	-	-4.75119
Inpp5b	4	124419094	124478755	+	1.725414
Mtf1	4	124479348	124527044	+	3.472798
1110065P20Rik	4	124526729	124527974	-	4.825772
Yrdc	4	124527923	124532486	+	5.200708
Maneal	4	124532483	124539415	-	-2.00307
Epha10	4	124558143	124595044	+	-2.340423
1700125G02Rik	4	124568132	124572026	-	-3.2209966
Cdca8	4	124595709	124616555	-	3.8111417
9930104L06Rik	4	124614292	124621900	+	2.475863
Gm12930	4	124634891	124664253	-	-3.6022854
Rspo1	4	124663674	124686343	+	0.98444074
Gnl2	4	124693829	124732624	+	5.627003
Dnali1	4	124732582	124742947	-	1.0004535
Snip1	4	124743916	124751286	+	4.2480764
Gm12932	4	124760101	124762191	-	2.2290616
Meaf6	4	124762378	124790482	+	3.0688193
Zc3h12a	4	124795667	124805084	-	2.2192938
1700041M05Rik	4	124905841	124919296	+	-2.4587936
Grik3	4	125167944	125391417	+	1.3496397
2610028E06Rik	4	125565095	125599661	-	-2.8441434
Csf3r	4	125701794	125722219	+	-5.0662107
Mrps15	4	125724169	125732776	+	4.553906
Oscp1	4	125735809	125769439	+	1.6841539
Lsm10	4	125773867	125775828	+	4.3914113
Stk40	4	125781201	125818273	+	4.1875834
Gm12946	4	125823223	125824979	+	-3.2209966
Fam176b	4	125824988	125827119	+	-0.6508021
1700029G01Rik	4	125827846	125840735	-	0.90035033
Thrap3	4	125841326	125880004	-	2.6139073
Mtap7d1	4	125909411	125933587	-	4.093406
Trappc3	4	125939569	125953127	+	4.5146446
Col8a2	4	125964037	125991574	+	-3.8596528
Adprhl2	4	125993291	125998947	-	2.405305
Tekt2	4	125999365	126002932	-	0.22873856
Gm12945	4	126000843	126002481	+	-0.12407942
Eif2c3	4	126008948	126106800	-	1.6974366
Gm17553	4	126019033	126023474	+	1.0437068
Eif2c1	4	126112256	126145878	-	3.3014092
Eif2c4	4	126166785	126210716	-	3.1784523
Clspn	4	126234179	126271147	+	2.551135
5730409E04Rik	4	126287062	126291615	+	-0.5467556
Psmb2	4	126354874	126386958	+	7.054042
Tcfap2e	4	126393250	126413484	-	-0.26787946
Ncdn	4	126420994	126430682	-	2.8415866
AU040320	4	126430788	126547314	+	3.791122
Zmym4	4	126539069	126645379	-	4.5559835
Sfpq	4	126698568	126714257	+	5.454975
Gm12940	4	126710975	126726642	+	3.6313584
Zmym1	4	126724338	126738396	-	3.5955024
Zmym6	4	126754627	126801616	+	4.082429
Gm12942	4	126800935	126806888	+	4.301539
Dlgap3	4	126846448	126914266	+	-1.1043661
BC003266	4	126921028	126925053	+	4.1725864
Gja4	4	126988665	126991283	-	4.934237
Gjb3	4	127002479	127008088	-	-2.4054878
Gjb4	4	127028330	127031325	-	-4.699258
Gjb5	4	127032053	127035425	-	-3.798434
4930471C06Rik	4	127152092	127154084	+	-3.4266133
1700080G11Rik	4	127208866	127210129	+	-2.96959
A630031M04Rik	4	127222345	127247746	+	-6.002306
1700112K13Rik	4	127487882	127489417	-	-3.6546764
CK137956	4	127604836	127648195	-	-5.380693
Csmd2	4	127665101	128244903	+	-2.3986416
4930465A12Rik	4	127810767	127841503	-	-3.4658484
Hmgb4	4	127937457	127938139	-	-3.6171477
4930546G22Rik	4	127938288	127940234	+	-3.2182143
Zscan20	4	128260783	128287342	-	1.6500428
Tlr12	4	128292690	128295863	-	-5.833492
Gm12958	4	128314715	128315691	+	-3.5980105
Phc2	4	128331982	128430125	+	3.2346835
A3galt2	4	128432608	128446542	+	-6.01037
Zfp362	4	128450332	128483289	-	3.74138
Gm12968	4	128523441	128550942	+	-4.707217
Trim62	4	128560824	128588572	+	-0.2539738
Adc	4	128607477	128639686	-	1.084707
Gm15904	4	128613249	128617439	+	-3.1291838
Ak2	4	128669202	128688773	+	4.8886104
1700086P04Rik	4	128727341	128735227	-	0.14181185
Rnf19b	4	128735515	128763130	+	5.8459215
Tmem54	4	128782792	128788870	+	-4.4564342
Hpca	4	128788814	128799280	-	-3.97471
Gm15906	4	128812335	128814154	+	-2.5367963
Fndc5	4	128814243	128821837	+	0.9780091
S100pbp	4	128825249	128866971	-	4.2912164
Yars	4	128867004	128896851	+	3.0191011
C77080	4	128896822	128938648	-	0.848559
Gm12976	4	128939209	128942254	+	-3.4469585
Sync	4	128964861	128985803	+	-2.3622859
Rbbp4	4	128984344	129012614	-	5.0226827
Gm17525	4	128986325	128995687	+	1.698534
Zbtb8os	4	129012939	129031791	+	-0.23091571
Zbtb8a	4	129030872	129055360	-	0.9795198
Zbtb8b	4	129103009	129118097	-	-0.98526263
Bsdc1	4	129138825	129165742	+	4.3481035
Tssk3	4	129166258	129168266	-	-1.5639758
1700125D06Rik	4	129168434	129169200	+	-3.5165553
Gm12979	4	129169213	129186990	-	-2.863184
Marcksl1	4	129190825	129193229	+	5.30083
Hdac1	4	129193348	129219957	-	3.0613956
Lck	4	129225588	129250885	-	-2.2436671
Fam167b	4	129254059	129255793	-	-4.106793
Eif3i	4	129269204	129277892	-	4.3289294
2510006D16Rik	4	129277912	129301303	+	4.4959693
Dcdc2b	4	129285773	129291498	-	-0.22931172
Iqcc	4	129292370	129296343	-	1.5789479
Ccdc28b	4	129296518	129301191	-	-0.07962497
Gm12965	4	129300855	129301336	+	0.51180536
Txlna	4	129303327	129318309	-	5.2060513
Kpna6	4	129321224	129350011	-	5.1311316
Tmem39b	4	129353599	129374082	-	4.271768
Khdrbs1	4	129380408	129419547	-	4.083004
Ptp4a2	4	129488463	129527247	+	3.946306
E330017L17Rik	4	129583460	129597031	+	-4.567728
Spocd1	4	129624791	129634359	+	-2.4517043
1700003M07Rik	4	129637618	129640901	+	-1.4973125
Bai2	4	129662114	129699877	+	0.3640771
Gm12963	4	129701500	129725018	-	-0.04060963
Col16a1	4	129725084	129776527	+	1.9058825
Pef1	4	129779802	129805379	+	4.841884
Hcrtr1	4	129807461	129816603	-	-5.398131
Tinagl1	4	129841698	129852366	-	-4.8937163
Gm853	4	129886353	129899645	-	-5.3775787
Serinc2	4	129930739	129956449	-	-1.141227
Gm10570	4	129985406	129985918	-	-3.2042208
Fabp3	4	129985839	129992707	+	-3.7341514
Zcchc17	4	129992627	130037190	-	3.169168
Snrnp40	4	130037379	130067274	+	4.4818277
Nkain1	4	130125705	130169623	+	4.0361967
Pum1	4	130219236	130337479	+	4.984299
Gm12971	4	130314478	130318294	+	-3.1985853
Gm17328	4	130330732	130335161	-	-0.2495914
Gm12972	4	130341984	130343770	+	-4.175821
Sdc3	4	130348452	130382234	+	2.7199104
Gm12970	4	130367532	130368241	-	-3.2317972
Laptm5	4	130469040	130492056	+	-1.544306
Matn1	4	130500300	130511390	+	-5.167911
Gm12973	4	130530705	130557254	+	-0.70999295
A930031H19Rik	4	130556747	130566389	-	-1.7622736
Gm831	4	131043112	131061442	+	-6.1905518
Gm12962	4	131202963	131233760	-	-4.1127977
Gm16080	4	131250522	131266423	-	-3.6360343
Ptpru	4	131324372	131394203	-	-1.6757202
Mecr	4	131399385	131423701	+	4.5700917
Srsf4	4	131429532	131457640	+	4.2792797
Gm12992	4	131455393	131475944	-	3.3878174
Tmem200b	4	131477686	131478540	+	0.21081653
Epb4.1	4	131479328	131631236	-	4.242145
Gm13063	4	131604093	131604876	+	0.26517448
Gm10300	4	131630612	131632907	+	-2.629347
Oprd1	4	131666641	131700401	-	1.0433477
Ythdf2	4	131740827	131768218	-	4.3513646
Gmeb1	4	131776940	131817517	-	1.8563244
Taf12	4	131830290	131851681	+	3.928274
Rab42-ps	4	131858112	131859300	-	-3.7731583
Snhg12	4	131864593	131866939	+	0.53141326
Trnau1ap	4	131867678	131885453	-	2.416885
Rcc1	4	131887834	131909520	-	2.8955724
Snhg3	4	131903929	131909601	-	0.46458513
Gm17300	4	131907687	131909297	+	0.8335446
Phactr4	4	131911838	131978404	-	4.260374
Med18	4	132014646	132019836	-	2.0737193
Sesn2	4	132047947	132066416	-	2.0519862
Gm12981	4	132059476	132065564	-	-3.4821768
Atpif1	4	132086470	132089574	-	2.9253483
Gm12999	4	132088602	132089516	+	3.116219
Dnajc8	4	132091465	132109657	+	2.9306974
Ptafr	4	132119982	132138598	+	-3.5560079
Eya3	4	132194902	132280680	+	4.5734644
Xkr8	4	132280812	132288461	-	1.8594494
Smpdl3b	4	132288881	132313167	-	0.59520125
Rpa2	4	132324247	132334667	+	5.3048415
BC013712	4	132337758	132352302	-	-3.0526862
Ppp1r8	4	132382844	132399084	-	4.399766
Stx12	4	132409416	132440424	-	4.482086
Fam76a	4	132455128	132478473	-	2.2710295
Fgr	4	132530010	132557825	+	-6.116912
Ahdc1	4	132567175	132634025	+	2.979689
Gm10151	4	132641389	132645061	+	-5.845713
Wasf2	4	132686420	132755671	+	4.735453
Gpr3	4	132765255	132768451	-	0.8005862
Cd164l2	4	132768046	132780470	+	3.7261744
Map3k6	4	132796733	132808844	+	-0.66348606
Sytl1	4	132809005	132819028	-	-3.025537
Tmem222	4	132821960	132833707	-	4.6917343
Wdtc1	4	132848374	132909396	-	5.629045
Slc9a1	4	132925621	132979617	+	3.7975101
Gm13257	4	133035271	133038441	-	-3.5786164
Fam46b	4	133036047	133043853	+	2.6617212
Trnp1	4	133047015	133054465	-	0.16574427
1810019J16Rik	4	133074878	133086705	+	5.2172656
Gm17688	4	133083646	133085241	-	5.1337194
Nudc	4	133088457	133101911	-	5.8521457
Nr0b2	4	133109291	133112451	+	-4.346064
Gpatch3	4	133130660	133140158	+	3.8636532
Gpn2	4	133140277	133147650	+	4.589695
Sfn	4	133156471	133158083	-	-4.8569365
Zdhhc18	4	133161214	133206069	-	1.9532754
Pigv	4	133216302	133228562	-	3.071057
Arid1a	4	133234923	133312684	-	4.872329
Gm12974	4	133372335	133373529	+	-1.4287812
Rps6ka1	4	133403205	133443712	-	1.6088825
Gm17623	4	133419827	133419940	+	1.6286691
Gm12977	4	133427745	133432448	+	-1.240462
Hmgn2	4	133520653	133524565	-	3.6474056
Dhdds	4	133524943	133556833	-	4.705146
Lin28a	4	133559245	133574756	-	0.90331894
Gm13061	4	133574062	133575784	+	-1.4244422
Gm13060	4	133609753	133614911	+	-4.7239876
Aim1l	4	133621827	133648419	+	0.329013
Cd52	4	133638363	133650997	-	-0.26250693
Ubxn11	4	133658485	133683508	+	2.2351723
Sh3bgrl3	4	133683321	133684704	-	5.6659636
Ccdc21	4	133685773	133743027	-	5.0009117
Gm17345	4	133697695	133709553	+	3.0660746
Gm7534	4	133746719	133758919	-	-5.392465
Catsper4	4	133767885	133783298	-	-5.2382665
Cnksr1	4	133783956	133794314	-	-2.0432415
Zfp593	4	133799204	133801507	-	3.2446191
E130218I03Rik	4	133799577	133801788	+	2.9694912
Grrp1	4	133807025	133810021	-	-1.7807218
Pdik1l	4	133830917	133843810	-	2.795003
Trim63	4	133871035	133885544	+	-5.6740966
Slc30a2	4	133899096	133910399	+	-2.1482446
Extl1	4	133912287	133939765	-	-6.2825565
Pafah2	4	133952235	133983328	+	0.6222715
1700021N21Rik	4	134004681	134006086	-	-0.8695817
Stmn1	4	134024235	134029758	+	3.3505437
Paqr7	4	134052612	134066150	+	-1.405262
2610002D18Rik	4	134066914	134079842	+	4.01802
Fam54b	4	134081465	134091302	-	5.0849223
Sepn1	4	134093807	134108081	-	-0.44451332
Man1c1	4	134117605	134260205	-	0.98046285
Ldlrap1	4	134300650	134323939	-	1.351626
Tmem57	4	134358674	134409260	-	4.515454
Rhd	4	134420451	134452087	+	-0.22840695
Tmem50a	4	134453764	134470939	-	3.4015357
D4Wsu53e	4	134479507	134483586	+	4.8667917
Syf2	4	134486813	134493463	+	3.796474
Gm16225	4	134674136	134676362	-	-2.3099303
Runx3	4	134676567	134733905	+	-2.3379805
Gm16224	4	134699336	134700200	-	-2.7359033
Clic4	4	134769884	134828729	-	2.9014757
Gm12984	4	134863264	134865434	+	-2.294163
Srrm1	4	134876399	134909236	-	4.935243
A330049M08Rik	4	134925491	134954142	-	0.115113676
Rcan3	4	134968223	134989768	-	4.2133493
Gm15979	4	134986041	134986756	-	-2.2539737
Nipal3	4	135001335	135050953	-	0.22651583
4930555I21Rik	4	135050705	135093720	+	0.15452828
Grhl3	4	135097803	135129545	-	-2.1730068
1700029M20Rik	4	135182570	135186113	+	0.95821047
Il28ra	4	135242202	135264096	+	-0.4646703
Il22ra1	4	135284087	135308055	+	0.015923556
9130219A07Rik	4	135308094	135311298	+	-0.30319396
Myom3	4	135315630	135371479	+	3.005452
Srsf10	4	135411662	135425823	+	1.9149323
Pnrc2	4	135426833	135429765	-	2.8667154
Cnr2	4	135451309	135476122	+	-3.2013254
Fuca1	4	135476650	135496226	+	4.0244217
Hmgcl	4	135502363	135518532	+	2.5963016
Gale	4	135519642	135524093	+	2.9297507
Lypla2	4	135524139	135528541	-	5.628494
1110049F12Rik	4	135531375	135543179	-	4.7808175
Tceb3	4	135559283	135577678	-	5.4462314
Gm13008	4	135559481	135566852	+	5.424187
Rpl11	4	135584180	135609343	-	4.704474
Id3	4	135699412	135701670	+	6.8084946
E2f2	4	135728309	135751972	+	1.897013
Asap3	4	135762280	135801131	+	-0.45028204
Tcea3	4	135803644	135830813	+	2.521754
Zfp46	4	135840598	135849857	+	2.6086006
Hnrnpr	4	135866857	135896596	+	3.464164
2610528B01Rik	4	135899890	135901896	+	-3.435265
9130020K20Rik	4	135904465	135906249	+	-1.0437561
Gm17388	4	135911689	135913957	+	-0.14818682
Htr1d	4	135979439	136000313	+	-5.69371
6030445D17Rik	4	136018165	136019892	+	-4.9562936
Luzp1	4	136025676	136110695	+	4.548778
Kdm1a	4	136106455	136158638	-	5.2555447
4930549C01Rik	4	136166352	136169141	+	-3.6171477
Lactbl1	4	136178507	136193795	+	-5.8506618
Ephb2	4	136203454	136391903	-	1.4160084
C1qb	4	136436044	136442102	-	0.32256594
C1qc	4	136445719	136448980	-	-0.57221776
C1qa	4	136451832	136454718	-	-0.071770534
Epha8	4	136485334	136512731	-	-0.32109526
Zbtb40	4	136535647	136604716	-	2.2077825
1700037C06Rik	4	136672624	136673497	-	-3.9728956
Gm13001	4	136673058	136674058	-	-3.7975957
Gm13003	4	136714997	136715786	-	-3.591575
Wnt4	4	136833404	136855641	+	-0.657249
Cdc42	4	136875611	136913635	-	5.0300837
Gm13011	4	136957469	136965706	-	-4.1052876
Cela3b	4	136976914	136986455	-	-4.9027123
Gm13010	4	136992494	136994310	-	-3.8948927
1700013G24Rik	4	137009199	137011376	+	-4.234829
Hspg2	4	137024634	137126545	+	3.49207
Ldlrad2	4	137126791	137130558	-	-3.7891834
Usp48	4	137149670	137214452	+	4.1654053
Rap1gap	4	137220641	137285782	+	3.8515418
1810058N05Rik	4	137252894	137262521	-	-0.6070579
Alpl	4	137297648	137352299	-	-0.09630301
Ece1	4	137418152	137521144	+	0.95386
Gm13012	4	137438285	137439852	-	-3.9546227
Eif4g3	4	137548937	137764423	+	5.50038
1700095J12Rik	4	137693510	137694433	-	-3.5749235
2310026L22Rik	4	137771629	137772104	+	-0.10829648
Hp1bp3	4	137772211	137800598	+	2.382473
Sh2d5	4	137806318	137817247	+	-0.24579988
Kif17	4	137806350	137857882	+	0.73135
Ddost	4	137860645	137868543	+	7.5817676
Pink1	4	137869324	137882222	-	2.7059045
Cda	4	137894339	137923907	-	-4.2168207
Fam43b	4	137950007	137952373	-	-5.4102497
AB041806	4	137951113	137953629	+	-5.24101
Mul1	4	137990586	137998180	+	4.070949
Camk2n1	4	138010229	138016038	+	-3.845118
Vwa5b1	4	138121275	138191799	-	-6.9795856
Ubxn10	4	138265752	138293082	-	1.0136827
Pla2g2c	4	138280707	138302047	+	0.52433246
Pla2g2f	4	138306448	138313541	-	-4.3167744
Pla2g2d	4	138331650	138337961	+	-4.1806164
Pla2g5	4	138355159	138419397	-	-0.63636756
Pla2g2a	4	138387772	138391101	+	-4.0593867
Gm13030	4	138426907	138429879	-	-3.556757
Pla2g2e	4	138433857	138438732	+	0.10981934
Otud3	4	138451294	138469915	-	4.3394413
Rnf186	4	138523027	138524280	+	-4.4937277
Tmco4	4	138528803	138615086	+	-0.6553327
Htr6	4	138617023	138631485	-	-5.394315
Nbl1	4	138638199	138648908	-	-2.0387971
2310028O11Rik	4	138657729	138687028	-	5.334795
Gm16287	4	138731320	138736570	-	-2.6468346
Capzb	4	138748814	138847733	+	5.88392
Pqlc2	4	138849944	138866623	-	1.8713176
Akr7a5	4	138866659	138874341	+	5.4822874
Mrto4	4	138903350	138908491	-	3.272636
C230096C10Rik	4	138908502	138934645	+	4.669533
Ubr4	4	138908524	139045503	+	6.395505
2700016F22Rik	4	138932464	138936294	-	2.514192
Iffo2	4	139086463	139176297	+	-1.0657468
Aldh4a1	4	139178781	139205605	+	-1.0621008
Tas1r2	4	139209453	139226195	+	-5.7745795
Pax7	4	139292977	139389445	-	-6.7185836
Gm1667	4	139466403	139468048	+	-3.325527
Gm13028	4	139479264	139489085	+	-2.315148
4933427I22Rik	4	139482026	139499434	-	-4.7975955
Klhdc7a	4	139516135	139523941	-	-4.1726003
Igsf21	4	139582761	139802699	-	-5.151962
Gm13027	4	139687792	139689266	+	-2.1142952
Gm13029	4	139698788	139700548	+	-3.415725
Gm9867	4	139876571	139879217	-	-5.571548
Gm13016	4	139936545	139941489	+	-4.949599
Gm13017	4	139947063	139952519	+	-2.693259
Gm13021	4	139980559	139987846	+	-2.330689
Gm13026	4	139993878	140017206	+	-2.2973304
Arhgef10l	4	140070400	140221927	-	-1.6174855
Gm13025	4	140235668	140240532	+	-4.385041
Rcc2	4	140256456	140279135	+	5.288615
Padi6	4	140283270	140298558	-	3.6016376
Padi4	4	140301780	140330151	-	-0.07924954
Padi3	4	140341280	140366563	-	-3.4786003
Gm13032	4	140366908	140373426	+	-3.015908
Padi1	4	140368898	140401693	-	-2.6016874
4930515B02Rik	4	140428608	140433970	+	-3.4084203
Padi2	4	140462259	140508501	+	-0.29646719
Gm13031	4	140503581	140513817	-	2.005739
Sdhb	4	140517118	140535108	+	5.911409
Atp13a2	4	140542788	140563245	+	4.2732944
Mfap2	4	140566333	140571899	+	0.99401647
Crocc	4	140572552	140616465	-	1.0250865
Necap2	4	140622427	140634272	-	3.4969807
Spata21	4	140644248	140668675	+	-1.8926101
D4Ertd22e	4	140668916	140695690	-	3.3926983
4921514A10Rik	4	140671575	140674002	+	0.9478675
Fbxo42	4	140703828	140759977	+	4.521062
6330545A04Rik	4	140769871	140782671	+	-0.92515194
C630004L07Rik	4	140794100	140795368	-	-4.5108824
Arhgef19	4	140795490	140813479	+	-2.204944
Gm13055	4	140817677	140821931	-	-5.1387796
Gm13056	4	140834354	140835709	+	-3.3409574
Epha2	4	140857155	140885299	+	-4.239845
Gm13074	4	140903729	140906768	+	-5.618731
Fam131c	4	140924135	140940090	+	-4.6862288
Clcnka	4	140940525	140954639	-	1.1962
Gm13075	4	140954744	140967106	+	-3.7627892
Clcnkb	4	140960268	140971929	-	-3.415178
Hspb7	4	140976694	140981226	+	-5.636555
Gm694	4	140988587	140992020	-	-4.02318
Zbtb17	4	141000569	141023845	+	4.5435996
Spen	4	141023805	141094512	-	4.9420733
Fblim1	4	141131977	141162011	-	-2.2643692
Tmem82	4	141169291	141174548	-	-6.16394
AI507597	4	141169941	141171519	+	-4.0840487
Slc25a34	4	141174739	141179736	-	-5.58403
Plekhm2	4	141181649	141220814	-	0.57597506
Ddi2	4	141233464	141279334	-	4.1098614
Rsc1a1	4	141239766	141241514	-	5.317834
Agmat	4	141302587	141315178	+	-4.6598125
Dnajc16	4	141316104	141346846	-	5.2058544
Casp9	4	141349527	141371891	+	3.1208615
Cela2a	4	141370877	141382075	-	-0.47818178
Ctrc	4	141394154	141402274	-	-4.334548
1810035I16Rik	4	141400236	141402905	+	-2.5323226
Efhd2	4	141414057	141430835	-	-1.1792918
Gm13643	4	141441569	141453197	+	-1.3486108
Fhad1	4	141446353	141570997	-	1.5806587
Gm13037	4	141538907	141542712	+	-4.0108523
4930455G09Rik	4	141573813	141584911	+	-1.0266827
Tmem51	4	141586907	141640219	-	-1.462646
Gm13053	4	141598827	141604493	-	-3.0437562
Gm10565	4	141639887	141644014	+	-4.8478746
Kazn	4	141658305	141795316	-	-2.1156266
Gm13062	4	141736517	141740054	+	-3.3358324
Gm13052	4	141863680	141902390	-	-3.7882457
Prdm2	4	142697294	142802898	-	4.43286
Pdpn	4	142857334	142889467	-	0.54951924
Lrrc38	4	142939660	142960935	+	-5.3838
Pramel1	4	142984331	142990063	+	4.3306174
Pramef8	4	143002329	143010994	+	3.4344437
Oog4	4	143027067	143040227	-	-5.153419
Gm13043	4	143101215	143107736	+	-5.24101
Gm13040	4	143101215	143132374	+	-5.2721977
Gm13057	4	143101246	143148137	+	-5.25601
BC080695	4	143157378	143163701	+	-5.2341404
Gm13083	4	143204906	143208498	+	-5.4681926
Gm13088	4	143243663	143247149	-	-5.030336
Gm13089	4	143286403	143292614	-	-5.0207863
Gm13078	4	143309358	143319061	+	-5.2416954
Gm13023	4	143379237	143385488	+	-5.050811
Gm13084	4	143399148	143405996	-	-5.3371153
Gm13103	4	143436400	143443540	+	-5.002144
Pramef6	4	143484140	143490283	-	-5.2286205
Gm13109	4	143538077	143544602	-	-5.2621017
Gm13101	4	143554421	143556853	-	-4.913933
Pramef17	4	143581022	143584272	-	-4.9770164
Pramel4	4	143649029	143659230	+	-5.483336
Gm13102	4	143696377	143700004	+	-5.392465
Oog3	4	143747460	143752566	-	-5.0663657
Oog2	4	143780622	143787534	+	-5.532323
C87977	4	143796678	143803221	-	-5.7429867
Pramel5	4	143860536	143870391	-	-5.3681965
Gm13128	4	143920152	143923368	+	-4.9704175
Gm13119	4	143947845	143954322	+	-5.233452
Gm13125	4	143962663	143967836	-	-4.7042375
Pramef12	4	143981577	143998367	-	6.918851
D530049N12Rik	4	143994771	143996204	+	-1.3105574
1700012P22Rik	4	144008092	144028675	-	-4.129184
Gm9944	4	144041123	144043544	-	-4.2913857
Aadacl3	4	144043674	144053659	-	-1.5019872
9430007A20Rik	4	144109725	144119256	+	-2.5067837
Gm13124	4	144144903	144155037	-	-4.455253
Gm13177	4	144203610	144213301	+	-4.4587936
Gm436	4	144259840	144276271	-	-4.4587936
Gm13178	4	144293094	144311307	-	-4.4623256
Gm438	4	144367107	144376486	-	-4.6852217
Dhrs3	4	144482730	144518112	+	-0.92075366
Vps13d	4	144562526	144784898	-	3.4575055
Tnfrsf1b	4	144803366	144836773	-	-3.3630416
Tnfrsf8	4	144857040	144905067	-	-2.635617
Gm13227	4	145000148	145039659	+	-3.5786164
Smarca5-ps	4	145054107	145057323	+	-1.0570468
Gm13225	4	145100662	145129091	+	-5.8217173
Gm13242	4	145104787	145294344	+	-6.2182145
Gm13212	4	145175069	145215248	+	-5.861179
Gm17609	4	145191866	145301871	-	-4.2954836
Gm13236	4	145352832	145354861	+	-4.077923
Gm13235	4	145458697	145489878	+	-4.680176
2610036A22Rik	4	145539879	145587078	-	-4.5176873
1700095A21Rik	4	145651166	145679000	+	-4.263452
Gm13247	4	145658647	145696012	-	-4.0906057
Gm17565	4	145686275	145688945	+	-4.5655403
Gm13251	4	145727747	145749016	-	-6.353057
Rex2	4	145881315	145887868	+	-5.1765375
Gm13051	4	146064699	146094022	+	-5.87277
Gm17452	4	146120857	146399068	-	-5.761739
Zfp600	4	146124225	146166156	+	-6.4708247
